ID в ИС ГТИБД,Название,Название (англ.),Тип,Адрес (ручной),Телефоны,Сайт,Электронная почта,Доступно для людей с ограниченными возможностями,ОГРН,ИНН,Координаты
18991,"Театр ""Аквариум"" (АНОК)","Theatre ""Aquarium""",негосударственное учреждение,"195267, Санкт-Петербург, пр. Просвещения, д. 87, к. 1",8 (812) 590-42-59,http://theater-aquarium.ru/ https://vk.com/club2519324,teatrakvarium@mail.ru,0,1147800003372.0,7804291190.0,"60.036217,30.414043"
18993,"Театральная компания ""Открытое пространство""","Theatre company ""Open space""",негосударственное учреждение,"у театра нет своего помещения, поэтому спектакли проходят на сценахтеатра ""За Черной речкой"" (Богатырский пр. 4), площадки ""Скороход"" (Московский пр. 107/5),БДТ им.Товстоногова, малая сцена (наб.реки Фонтанки 35) и музея Достоевского (Кузнечный пер. 5/2),",+7-911-233-8831+7-921-910-5425 +7-812-910-5425,http://teatrop.ru/Afisha/ http://vk.com/club5827066,Администрация и билеты - admin@teatrop.ru,,1067800034114.0,7842012909.0,"59.943721,30.381653"
19010,"Театр ""ЛДМ""","Theatre ""LDM""",негосударственное учреждение,"197376, Санкт-Петербург, ул. Профессора Попова, д. 47",+7 (911) 726 75 05,https://ldm.theater/ https://vk.com/ldm.newstage,info@ldm-theater.com,0,1027806866592.0,7813173267.0,"59.971448,30.287602"
19011,"Театр ""Мюзик-Холл""","Theatre ""Music-Hall""",государственное городское учреждение,"197198, Санкт-Петербург, парк Александровский, д. 4",8 (812) 232-92-01,http://www.musichallspb.ru,"info@musichallspb.ru, kontakt@musichallspb.ru",1,1027806869771.0,7813046420.0,"59.955296,30.310665"
19013,"Театр юного зрителя ""Синтез"" (АНО)","New Spectator Theatre ""Synthez""",некоммерческое учреждение,"197022, Санкт-Петербург, Каменноостровский пр., 64, корп. 3","8 (812) 640-88-89
+7 (905)286-68-77",https://vk.com/tnzsintez,teatrsintez@mail.ru,0,1027801579816.0,7802101038.0,"59.973966,30.30218"
19014,Санкт-Петербургская государственная консервтория имени Н.А. Римского-Корсакова,Rimskiy-Korsakov State Conservatory,государственное федеральное учреждение,"190000, Санкт-Петербург, Театральная пл., д. 3, лит. А","8 (812) 407-95-23, +7 (812) 644-99-88 - единый номер консерватории",www.conservatory.ru,kugaevsky@conservatory.ru,0,1027810336762.0,7812036476.0,"59.925978,30.298146"
19015,"Театр ""Странствующие куклы господина Пэжо"" (АНО)","""Mr. Pejo's Wandering Dolls Theatre Company""",некоммерческое учреждение,Уличный театр,"+7 (921) 942-07-56, 8-901-373-95-34, 8-951-677-53-39",www.pejo.ru,info.pejo@gmail.com,0,1127800002109.0,7819290070.0,"59.882202,29.889927"
19016,"Театр-студия ""Karlsson Haus"" (АНО)","Theatre studio ""Karlsson Haus""",некоммерческое учреждение,"наб. реки Фонтанки, д. 50; 
ул. Ломоносова, д. 14;
ул. Фурштатская, 30","8 (812) 309-56-01, 8 (812) 954-81-23",http://www.karlssonhaus.ru; https://vk.com/club2374337,karlsson.bilet@gmail.com,0,1373511420708.0,1141886035.0,"59.930593,30.342729"
19017,"Театр-студия ""Горошины""","Theatre studio ""Peas""",некоммерческое учреждение,"191023 , Санкт-Петербург, Садовая ул., д. 27 (Театр «Приют Комедианта»)","8 (812) 960-24-20, 8 (812) 960-24-21",http://goroshini.ru,teatrgoroshin@gmail.com,0,1197800001310.0,7814756670.0,"59.929361,30.323215"
19018,"Театр-студия ""Не-кабуки"" (АНО)","Theatre studio ""Ne-kabuki""",негосударственное учреждение,"Театр ""Не-Кабуки"" готов приехать к вам со спектаклями для взрослых и детей!","957-01-58, 8-921-349-51-02",https://vk.com/nekabuki,ne-kabuki@yandex.ru,0,1107800000824.0,7801269510.0,"59.941705,30.280576"
19019,Театр-студия Санкт-Петербургского Государственного Университета,St. Petersburg State University theatre studio,государственное федеральное учреждение,"190121, Санкт-Петербург, наб. Адмиралтейского канала, д. 27",8 (812) 312-51-97,http://vk.com/teatrspbgu,theatrespbu@gmail.com,0,,,"59.930068,30.286982"
19020,"Театр ""ТриЧетыре""","Theatre ""TriChetire"" (""ThreeFour"")",негосударственное учреждение,"Санкт-Петербург, проспект Непокорённых, дом 11",8 (812) 980-20-01,http://teatr34.ru/,office@teatr34.ru,0,,,"60.000604,30.35636"
19021,"Театр-фестиваль ""Балтийский Дом""","Theatre-festival ""Baltic House""",государственное городское учреждение,"197198, Санкт-Петербург, парк Александровский, д. 4",Касса: 8 (812) 232-35-39,http://www.baltic-house.ru,"fc@baltichouse.spb.ru, bilet-baltichouse@mail.ru",0,1037828004312.0,7813046396.0,"59.955537,30.312474"
19022,"Театр-фестиваль ""Балтийский Дом"". Экспериментальная Сцена под руководством Анатолия Праудина","Theatre festival ""Baltic House"". Experimental scene led Anatoliy Praudin",государственное городское учреждение,"197198, Санкт-Петербург, парк Александровский, д. 4",8 (812) 232-35-39,https://vk.com/praudinexperimentalstage,ndiachenko@mail.ru,0,1037828004312.0,7813046396.0,"59.955537,30.312474"
19023,"Театр ""Цехъ свободных художников"" (АНО)","Theatre ""Free artists's Guild""",некоммерческое учреждение,"197110, Санкт-Петербург, Чкаловский пр., д. 12/20 В",+7 981-743-78-47,http://cehtheatre.com,mail@cehtheatre.com,0,1147800005352.0,7841292139.0,"59.959892,30.288542"
19024,Театр Юношеского Творчества,Youth Creativity Theatre,государственное учреждение,"191011, Санкт-Петербург, Невский пр., д. 39, лит. Д ((наб. реки Фонтанки, 35)",Телефон кассы: 407-43-62 Телефон администрации: 407-43-63,http://baseold.anichkov.ru/departments/theatre/theatre http://www.webtut.ru/forum/index.php,tut_spb@mail.ru,0,1039644995473.0,1329261198.0,"59.93292,30.340039"
19025,ФМД-Театр (Театр литературно-мемориального музея Ф.М. Достаевского),FMD-Theatre (Theatre of the Dostoevsky Literery and Memorial Museum),государственное городское учреждение,"191002, Санкт-Петербург, Кузнечный пер., д. 5/2",+7 921-977-43-00,http://www.md.spb.ru,dostoevsky.museum@gmail.com,0,1027809232362.0,7825705438.0,"59.92712,30.350507"
19026,"Фольклорно-этнографическая студия ""Пан-Театр"" (АНО)","Folklore and Ethnographic Studio ""Pan-Theatre""",негосударственное учреждение,"1911186, Санкт-Петербург, Инженерная ул., 4/1, пом. 18 (Российский Этнографический музей)",8 (812) 998-44-95,-,panteatre@gmail.ru,0,1037843085499.0,7825127561.0,"59.937785,30.334712"
19027,"Фольклорный театр ""Этно""","Folklore Theatre ""Ethno""",негосударственное учреждение,"191028, Санкт-Петербург, Моховая ул., д. 3",+7 921-586-25-77,www.etno-spb.ru https://vk.com/spb_ethno,director@etno-spb.ru,0,,,"59.945578,30.34459"
19028,Театро Ди Капуа,Teatro Di Capua,негосударственное учреждение,нет своей площадки,Администратор: Мария Вережникова 8-981-983-27-41,http://www.teatrodicapua.com,tdcapua@gmail.com,0,,,
19589,Чаплин Холл,Chaplin Hall,негосударственное учреждение,"194044, г Санкт-Петербург, Пироговская наб, д 5/2","+7 (812) 605‒03‒05
+7 (812) 605‒03‒01",www.chaplin-hall.com,"banket@chaplin-hall.com, pr@chaplin-hall.com",0,,,"59.956787,30.341952"
19590,"Интерактивный музей-театр ""Сказкин дом""","Interactive museum-theatre ""House o Fairy Tale""",негосударственное учреждение,"197198, г Санкт-Петербург, Александровский парк, 1а",+7 (812) 612‒75‒26,www.skazkindom.ru,info@skazkindom.ru,0,1097847159299.0,7813445577.0,"59.955112,30.320208"
19591,"Шоу-пространство ""Ленинград Центр""","Shaw space ""Leningrad Centre""",негосударственное учреждение,"​Потёмкинская, 4​ 1-4 этаж",+7 (812) 242‒99‒99,www.leningradcenter.ru,reservation@leningradcenter.ru,0,784201001.0,7801541244.0,"59.945841,30.368257"
19592,"Камерный театр ""Театральная долина""",Theatre Valley,негосударственное учреждение,"199178, г Санкт-Петербург, линия 13-я В.О., д 70","+7‒921‒967‒27‒65
+7‒921‒978‒88‒69
+7‒921‒586‒21‒56",https://vk.com/teatr_dolina,teatrdol@yandex.ru,0,,,"59.945572,30.265017"
19593,"Камерный театр ""Легенда""","Theatre ""Legend""",негосударственное учреждение,"194044, г Санкт-Петербург, ул Выборгская, д 4 к 2","+7‒921‒305‒21‒39, +7 (911) 239-04-17",https://teatrlegenda.ru/,info@teatrlegenda.ru,0,,,"59.965327,30.345039"
